product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages",160.0,Home > Accessories > Heaters,Home & Kitchen,Value
"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)",649.0,Electronics > Accessories > Mouse,Electronics,Value
"Foxin FTC 12A / Q2612A Black Laser Toner Cartridge Compatible with Laserjet 1020,M1005,1018,1010,1012,1015,1020 Plus,1022,3015,3020,3030,3050, 3050Z, 3052,3055 (Black)",1150.0,Electronics > Accessories > Cables,Electronics,Value
"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",2099.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Realme Smart TV Stick 4K,4699.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",4775.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",5500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)",5999.0,Home > Appliances > Vacuum cleaner,Home & Kitchen,Mid-Range
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,7506.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",13499.0,Home > Phones > Mid-Tier,Electronics,Mid-Range
"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",79.0,Home > Accessories > Heaters,Home & Kitchen,Value
"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",225.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)",1190.0,Home > Appliances > Heaters,Home & Kitchen,Value
"ZEBRONICS Zeb-Warrior II 10 watts 2.0 Multimedia Speaker with RGB Lights, USB Powered, AUX Input, Volume Control Pod for PC, Laptops, Desktop",1300.0,Electronics > Accessories > Cables,Electronics,Value
"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)",1690.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",3995.0,Home > Appliances > Irons,Electronics,Mid-Range
"iBELL SM1515NEW Sandwich Maker with Floating Hinges, 1000Watt, Panini / Grill / Toast (Black)",4650.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"HP Deskjet 2723 AIO Printer, Copy, Scan, WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home.",7005.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,239.0,Home > Accessories > Heaters,Electronics,Value
"Eureka Forbes Euroclean Paper Vacuum Cleaner Dust Bags for Excel, Ace, 300, Jet Models - Set of 10",500.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Airtel AMF-311WW Data Card (Black), 4g Hotspot Support with 2300 Mah Battery",3250.0,Mobile > Accessories > Cable,Electronics,Value
Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),4200.0,Home > Appliances > Heaters,Electronics,Mid-Range
Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop with Feather Touch Sensor and Crystal Glass Plate (Black),5295.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",5499.0,Electronics > Accessories > Cables,Electronics,Value
Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),8995.0,Home > Appliances > Heaters,Electronics,Mid-Range
LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceramic Black),23990.0,Mobile > Phones > Premium Tier,Electronics,Premium
iFFALCON 80 cm (32 inches) HD Ready Smart LED TV 32F53 (Black),27990.0,Mobile > Phones > Mid-Tier,Electronics,Premium
"Xiaomi Pad 5| Qualcomm Snapdragon 860| 120Hz Refresh Rate| 6GB, 128GB| 2.5K+ Display (10.95-inch/27.81cm)|1 Billion Colours| Dolby Vision Atmos| Quad Speakers| Wi-Fi| Gray",37999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),339.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Bajaj New Shakti Neo 25L Vertical Storage Water Heater (Geyser 25 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",15270.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
SanDisk Cruzer Blade 32GB USB Flash Drive,650.0,Home > Accessories > Heaters,Electronics,Value
"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",720.0,Home > Accessories > Heaters,Home & Kitchen,Value
HP v222w 64GB USB 2.0 Pen Drive (Silver),1300.0,Home > Appliances > Heaters,Electronics,Value
"akiara - Makes life easy Mini Sewing Machine for Home Tailoring use | Mini Silai Machine with Sewing Kit Set Sewing Box with Thread Scissors, Needle All in One Sewing Accessories (White & Purple)",3098.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"INALSA Upright Vacuum Cleaner, 2-in-1,Handheld & Stick for Home & Office Use,800W- with 16KPA Strong Suction & HEPA Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black)",4495.0,Home > Accessories > Vacuum cleaner,Home & Kitchen,Mid-Range
"Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage Tank, 15 LPH Water Purifier for Home, Black",16490.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Classmate Pulse 1 Subject Notebook - 240mm x 180mm , Soft Cover, 180 Pages, Single Line, Pack of 4",300.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White",825.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",940.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr",2890.0,Home > Appliances > Heaters,Electronics,Mid-Range
Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),3100.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",5156.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),11000.0,Mobile > Phones > LED TVs,Electronics,Premium
"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",20990.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",28999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,845.0,Electronics > Accessories > Cables,Electronics,Value
"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",1399.0,Mobile > Accessories > Charger,Electronics,Value
"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",1445.0,Home > Kitchen > cooker,Home & Kitchen,Value
"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",2900.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",39.0,Home > Accessories > Heaters,Electronics,Value
Camel Oil Pastel with Reusable Plastic Box - 50 Shades,230.0,Home > Kitchen > Heaters,Home & Kitchen,Value
KENT POWP-Sediment Filter 10'' Thread WCAP,260.0,Home > Accessories > Heaters,Home & Kitchen,Value
Borosil Prime Grill Sandwich Maker (Grey),2590.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),5795.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",15990.0,Electronics > Phones > Mid-Tier,Electronics,Mid-Range
Lenovo GX20L29764 65W Laptop Adapter/Charger with Power Cord for Select Models of Lenovo (Round pin) (Black),2796.0,Electronics > Accessories > Cables,Electronics,Value
Usha IH2415 1500-Watt Immersion Heater (Silver),640.0,Home > Appliances > Heaters,Home & Kitchen,Value
Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),1795.0,Home > Appliances > Heaters,Home & Kitchen,Value
Havells Ventil Air DSP 230mm Exhaust Fan (Pista Green),1890.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Bajaj Frore 1200 mm Ceiling Fan (Brown),2660.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (Black)",3799.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),4000.0,Home > Appliances > Heaters,Electronics,Mid-Range
"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",6000.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),14990.0,Electronics > Televisions > LED TVs,Electronics,Premium
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",666.66,Mobile > Accessories > Cable,Electronics,Value
"Glen 3 in 1 Electric Multi Cooker - Steam, Cook & Egg Boiler with 350 W (SA 3035MC) - 350 Watts",2495.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (White),11500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm",120.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Kent Gold, Optima, Gold+ Spare Kit",670.0,Home > Kitchen > Heaters,Home & Kitchen,Value
HP GT 53 XL Cartridge Ink,723.0,Home > Appliances > Heaters,Home & Kitchen,Value
Dell KB216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant – Black,1799.0,Home > Accessories > Cables,Electronics,Value
"INALSA Vaccum Cleaner Handheld 800W High Powerful Motor- Dura Clean with HEPA Filtration & Strong Powerful 16KPA Suction| Lightweight, Compact & Durable Body|Includes Multiple Accessories,(Grey/Black)",3295.0,Home > Appliances > Heaters,Electronics,Mid-Range
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",5999.0,Electronics > Accessories > Charging Cable,Electronics,Mid-Range
"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike and Home Cleaning Purpose, Black and Orange",8990.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Zebronics Zeb-JUKEBAR 3900, 80W Multimedia soundbar with subwoofer Supporting Bluetooth, HDMI(ARC), Coaxial Input, AUX, USB & Remote Control (Black)",12499.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 1.97Litre, Black)",20049.0,Home > Appliances > Heaters,Electronics,Mid-Range
"iQOO 9 SE 5G (Sunset Sierra, 8GB RAM, 128GB Storage) | Qualcomm Snapdragon 888 | 66W Flash Charge",39990.0,Electronics > Accessories > Mid-Tier,Electronics,Mid-Range
"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",1339.0,Mobile > Accessories > Charger,Electronics,Value
"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",5890.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Prestige Clean Home Water Purifier Cartridge,640.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",875.0,Home > Appliances > Irons,Home & Kitchen,Value
"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",1775.0,Home > Kitchen > cooker,Home & Kitchen,Value
"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",8820.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",14999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),20900.0,Mobile > Phones > Mid-Tier,Electronics,Premium
AGARO Blaze USB 3.0 to USB Type C OTG Adapter,495.0,Electronics > Accessories > Cables,Electronics,Value
Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,7290.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Crompton Solarium Qube 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation and Connection Pipes (White and Black),12500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",310.0,Home > Accessories > Heaters,Home & Kitchen,Value
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)",2990.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Havells Ambrose 1200mm Ceiling Fan (Pearl White Wood),3045.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Western Digital WD Green SATA 240GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches - WDS240G3G0A,4000.0,Home > Appliances > Heaters,Electronics,Mid-Range
Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist),4005.0,Home > Appliances > Heaters,Electronics,Mid-Range
Prestige PIC 15.0+ 1900-Watt Induction Cooktop (Black),5295.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Tecno Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",12999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
Orpat OEH-1260 2000-Watt Fan Heater (Grey),1650.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",1800.0,Home > Appliances > Heaters,Electronics,Value
TATA SKY HD Connection with 1 month basic package and free installation,2299.0,Home > Appliances > Heaters,Home & Kitchen,Value
"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",3995.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",6100.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Havells Instanio 3-Litre Instant Geyser (White/Blue),6190.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"SUJATA Powermatic Plus, Juicer Mixer Grinder, 900 Watts, 2 Jars (White)",7776.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"INALSA Air Fryer Digital 4L Nutri Fry - 1400W with Smart AirCrisp Technology| 8-Preset Menu, Touch Control & Digital Display|Variable Temperature & Timer Control|Free Recipe book|2 Yr Warranty (Black)",10995.0,Home > Appliances > Heaters,Home & Kitchen,Value
D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),1208.0,Electronics > Accessories > Cables,Electronics,Value
"Samsung Galaxy M53 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",32999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),1190.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Prestige 1.5 Litre Kettle 1500-watts, Red",1245.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
iBELL MPK120L Premium Stainless Steel Multi Purpose Kettle/Cooker with Inner Pot 1.2 Litre (Silver),3190.0,Home > Kitchen > cooker,Home & Kitchen,Mid-Range
AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology,23999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Khaitan ORFin Fan heater for Home and kitchen-K0 2215,2495.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Orient Electric Aura Neo Instant 3L Water Heater (Geyser), 5-level Safety Shield, Stainless Steel Tank (White & Turquoise)",4890.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",590.0,Electronics > Accessories > Cables,Electronics,Value
HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,1130.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",1920.0,Home > Appliances > Heaters,Home & Kitchen,Value
TP-Link TL-WA855RE 300 Mbps Wi-Fi Range Extender (White),3599.0,Home > Accessories > Heaters,Electronics,Value
"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",9995.0,Home > Appliances > Heaters,Home & Kitchen,Value
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),21990.0,Mobile > Phones > Mid-Tier,Electronics,Premium
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),22900.0,Mobile > Phones > Mid-Tier,Electronics,Premium
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),339.0,Electronics > Accessories > Charging Cable,Electronics,Value
"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",695.0,Electronics > Accessories > Cables,Electronics,Value
"iBELL SEK170BM Premium Electric Kettle, 1.7 Litre, Stainless Steel with Coating,1500W Auto Cut-Off, Silver with Black",1950.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Parker Quink Ink Bottle, Blue",100.0,Stationery > Accessories > Cables,Home & Kitchen,Value
Parker Quink Ink Bottle (Black),100.0,Stationery > Accessories > Cables,Home & Kitchen,Value
"Pilot Frixion Clicker Roller Pen (Blue), (9000019529)",100.0,Home > Appliances > Heaters,Home & Kitchen,Value
Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,100.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",299.0,Electronics > Accessories > Cables,Electronics,Value
"FLiX (Beetel USB to Type C PVC Data Sync & 15W(3A) TPE Fast Charging Cable, Made in India, 480Mbps Data Sync, 1 Meter Long cable for all Andriod & all Type C Devices (Black)(XCD - FPC02)",299.0,Electronics > Assessories > Charging Cable,Electronics,Value
"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",299.0,Computing > Accessories > Mouse,Electronics,Value
"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",299.0,Home > Appliances > Heaters,Home & Kitchen,Value
Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,299.0,Electronics > Accessories > Cables,Electronics,Value
"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",299.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",349.0,Electronics > Accessories > Cables,Electronics,Value
"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",349.0,Electronics > Accessories > Charging Cable,Electronics,Value
"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advanced Security WPA/WPA2 encryption Standards",349.0,Electronics > Accessories > Cables,Electronics,Value
"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",349.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",349.0,Electronics > Accessories > Cables,Electronics,Value
"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",399.0,Electronics > Accessories > Cables,Electronics,Value
"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Size 36 x 36 x 58, Capicity 30 Ltr (Pink)",399.0,Home > Appliances > Heaters,Electronics,Value
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),399.0,Electronics > Assessories > Charging Cable,Electronics,Value
AVNISH Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cartridge Alkaline Taps for Kitchen Sink Bathroom Wash Basin (6-Layer Filtration),399.0,Home > Appliances > Heaters,Home & Kitchen,Value
MI Braided USB Type-C Cable for Charging Adapter (Red),399.0,Electronics > Accessories > Cables,Electronics,Value
MI Braided USB Type-C Cable for Charging Adapter (Red),399.0,Electronics > Accessories > Cables,Electronics,Value
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),399.0,Electronics > Assessories > Charging Cable,Electronics,Value
"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",399.0,Electronics > Accessories > Cables,Electronics,Value
"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",399.0,Electronics > Accessories > Cables,Electronics,Value
MI Braided USB Type-C Cable for Charging Adapter (Red),399.0,Electronics > Accessories > Cables,Electronics,Value
"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)",399.0,Electronics > Accessories > Cables,Electronics,Value
Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1.2 Meter with Charge & Sync Function for All Type-C Devices (White),399.0,Electronics > Accessories > Charging Cable,Electronics,Value
"IKEA Milk Frother for Your Milk, Coffee,(Cold and hot Drinks), Black",399.0,Home > Accessories > Heaters,Home & Kitchen,Value
LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LCD tv's,399.0,Home > Appliances > Heaters,Electronics,Value
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,399.0,Electronics > Accessories > Cables,Electronics,Value
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),399.0,Electronics > Assessories > Charging Cable,Electronics,Value
"IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)",499.0,Home > Accessories > Heaters,Home & Kitchen,Value
GIZGA Club-laptop Neoprene Reversible for 15.6-inches Laptop Sleeve - Black-Red,499.0,Home > Accessories > Heaters,Home & Kitchen,Value
ATOM Selves-MH 200 GM Digital Pocket Scale,499.0,Home > Accessories > Heaters,Home & Kitchen,Value
Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),499.0,Home > Accessories > Heaters,Home & Kitchen,Value
Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,499.0,Electronics > Accessories > Cables,Electronics,Value
"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,499.0,Home > Appliances > Heaters,Electronics,Value
